doctorId,name,specialty,DoctorContact,locationId,experience_years,available_hours,description,embedding_vector
800,Chrystel,Anesthesiology,.@yopmail.com,814,1,10 AM - 8 PM,Experienced in Anesthesiology,
322,Deloria,Otolaryngologists,.@yopmail.com,815,7,10 AM - 8 PM,Experienced in Otolaryngologists,
995,Loree,Anesthesiology,.@yopmail.com,816,25,7 AM - 5 PM,Experienced in Anesthesiology,
898,Elsie,Internists,.@yopmail.com,817,30,8 AM - 6 PM,Experienced in Internists,
811,Kellen,Pediatrics,.@yopmail.com,818,11,8 AM - 6 PM,Experienced in Pediatrics,
713,Chastity,Otolaryngologists,.@yopmail.com,819,6,8 AM - 6 PM,Experienced in Otolaryngologists,
455,Maryellen,Oncologist,.@yopmail.com,820,1,11 AM - 9 PM,Experienced in Oncologist,
599,Abbie,Anesthesiology,.@yopmail.com,821,2,7 AM - 5 PM,Experienced in Anesthesiology,
296,Arlena,Allergists,.@yopmail.com,822,30,11 AM - 9 PM,Experienced in Allergists,
486,Lucy,Geriatrician,.@yopmail.com,823,13,11 AM - 9 PM,Experienced in Geriatrician,
672,Nerta,Geriatrician,.@yopmail.com,824,22,10 AM - 8 PM,Experienced in Geriatrician,
965,Flory,Obstetric Anesthesiologists,.@yopmail.com,825,18,8 AM - 6 PM,Experienced in Obstetric Anesthesiologists,
892,Elora,Radiology,.@yopmail.com,826,16,10 AM - 8 PM,Experienced in Radiology,
519,Tilly,Ophthalmology,.@yopmail.com,827,12,11 AM - 9 PM,Experienced in Ophthalmology,
583,Marcelline,Dermatology,.@yopmail.com,828,1,10 AM - 8 PM,Experienced in Dermatology,
487,Karena,Dermatology,.@yopmail.com,829,20,7 AM - 5 PM,Experienced in Dermatology,
577,Tilly,Obstetric Anesthesiologists,.@yopmail.com,830,5,11 AM - 9 PM,Experienced in Obstetric Anesthesiologists,
630,Amii,Emergency Medicine,.@yopmail.com,831,24,11 AM - 9 PM,Experienced in Emergency Medicine,
275,Danny,Allergists,.@yopmail.com,832,26,7 AM - 5 PM,Experienced in Allergists,
426,Asia,Emergency Medicine,.@yopmail.com,833,9,8 AM - 6 PM,Experienced in Emergency Medicine,
203,Kore,Infectious disease,.@yopmail.com,834,29,9 AM - 7 PM,Experienced in Infectious disease,
990,Elbertina,Psychiatry,.@yopmail.com,835,27,7 AM - 5 PM,Experienced in Psychiatry,
158,Shauna,Surgery,.@yopmail.com,836,10,8 AM - 6 PM,Experienced in Surgery,
897,Vinita,Psychiatry,.@yopmail.com,837,24,9 AM - 7 PM,Experienced in Psychiatry,
182,Belva,Otolaryngologists,.@yopmail.com,838,27,8 AM - 6 PM,Experienced in Otolaryngologists,
536,Dorene,Geriatrician,.@yopmail.com,839,2,9 AM - 7 PM,Experienced in Geriatrician,
277,Chere,Internists,.@yopmail.com,840,19,7 AM - 5 PM,Experienced in Internists,
407,Bill,Hospice and Palliative Care,.@yopmail.com,841,24,7 AM - 5 PM,Experienced in Hospice and Palliative Care,
506,Tersina,Critical Care Medicine,.@yopmail.com,842,7,7 AM - 5 PM,Experienced in Critical Care Medicine,
843,Lanae,Oncologist,.@yopmail.com,843,15,10 AM - 8 PM,Experienced in Oncologist,
142,Felice,Infectious disease,.@yopmail.com,844,10,9 AM - 7 PM,Experienced in Infectious disease,
910,Margette,Surgery,.@yopmail.com,845,15,8 AM - 6 PM,Experienced in Surgery,
702,Renie,Endocrinologist,.@yopmail.com,846,10,7 AM - 5 PM,Experienced in Endocrinologist,
443,Dorene,Cardiology,.@yopmail.com,847,18,9 AM - 7 PM,Experienced in Cardiology,
637,Lorenza,Ophthalmology,.@yopmail.com,848,18,9 AM - 7 PM,Experienced in Ophthalmology,
464,Alex,Internists,.@yopmail.com,849,30,10 AM - 8 PM,Experienced in Internists,
714,Mariann,Obstetric Anesthesiologists,.@yopmail.com,850,27,9 AM - 7 PM,Experienced in Obstetric Anesthesiologists,
800,Elie,Pulmonologists,.@yopmail.com,851,22,11 AM - 9 PM,Experienced in Pulmonologists,
991,Ericka,Dermatology,.@yopmail.com,852,13,9 AM - 7 PM,Experienced in Dermatology,
183,Elmira,Oncologist,.@yopmail.com,853,15,11 AM - 9 PM,Experienced in Oncologist,
898,Doro,Anesthesiology,.@yopmail.com,854,8,11 AM - 9 PM,Experienced in Anesthesiology,
106,Aigneis,Cardiology,.@yopmail.com,855,23,9 AM - 7 PM,Experienced in Cardiology,
633,Laure,Cardiology,.@yopmail.com,856,10,11 AM - 9 PM,Experienced in Cardiology,
418,Ardenia,Pediatrics,.@yopmail.com,857,25,9 AM - 7 PM,Experienced in Pediatrics,
545,Lenna,Emergency Medicine,.@yopmail.com,858,15,8 AM - 6 PM,Experienced in Emergency Medicine,
837,Imojean,Family Medicine,.@yopmail.com,859,17,8 AM - 6 PM,Experienced in Family Medicine,
752,Alex,Surgery,.@yopmail.com,860,30,7 AM - 5 PM,Experienced in Surgery,
493,Micheline,Ophthalmology,.@yopmail.com,861,12,11 AM - 9 PM,Experienced in Ophthalmology,
335,Deedee,Surgery,.@yopmail.com,862,17,9 AM - 7 PM,Experienced in Surgery,
201,Fred,Surgery,.@yopmail.com,863,22,9 AM - 7 PM,Experienced in Surgery,
500,Lanna,Cardiology,.@yopmail.com,864,30,9 AM - 7 PM,Experienced in Cardiology,
329,Natka,Neurology,.@yopmail.com,865,8,10 AM - 8 PM,Experienced in Neurology,
939,Corene,Otolaryngologists,.@yopmail.com,866,24,7 AM - 5 PM,Experienced in Otolaryngologists,
129,Aurelie,Gastroenterology,.@yopmail.com,867,4,7 AM - 5 PM,Experienced in Gastroenterology,
944,Oona,Ophthalmology,.@yopmail.com,868,16,9 AM - 7 PM,Experienced in Ophthalmology,
194,Silvana,Allergists,.@yopmail.com,869,3,7 AM - 5 PM,Experienced in Allergists,
197,Stephanie,Nephrology,.@yopmail.com,870,14,10 AM - 8 PM,Experienced in Nephrology,
830,Anthia,Endocrinologist,.@yopmail.com,871,24,7 AM - 5 PM,Experienced in Endocrinologist,
103,Elie,Endocrinologist,.@yopmail.com,872,2,9 AM - 7 PM,Experienced in Endocrinologist,
265,Jerry,Psychiatry,.@yopmail.com,873,10,7 AM - 5 PM,Experienced in Psychiatry,
485,Merrie,Pediatrics,.@yopmail.com,874,5,7 AM - 5 PM,Experienced in Pediatrics,
344,Alyssa,Geriatrician,.@yopmail.com,875,22,9 AM - 7 PM,Experienced in Geriatrician,
294,Almeta,Allergists,.@yopmail.com,876,29,8 AM - 6 PM,Experienced in Allergists,
147,Joeann,Radiology,.@yopmail.com,877,15,11 AM - 9 PM,Experienced in Radiology,
642,Sallie,Otolaryngologists,.@yopmail.com,878,6,7 AM - 5 PM,Experienced in Otolaryngologists,
555,Corene,Internists,.@yopmail.com,879,17,10 AM - 8 PM,Experienced in Internists,
375,Talya,Surgery,.@yopmail.com,880,7,9 AM - 7 PM,Experienced in Surgery,
490,Gratia,Cardiology,.@yopmail.com,881,26,9 AM - 7 PM,Experienced in Cardiology,
228,Mallory,Hospice and Palliative Care,.@yopmail.com,882,23,7 AM - 5 PM,Experienced in Hospice and Palliative Care,
104,Caritta,Allergists,.@yopmail.com,883,6,10 AM - 8 PM,Experienced in Allergists,
933,Karlee,Internists,.@yopmail.com,884,22,9 AM - 7 PM,Experienced in Internists,
350,Jaclyn,Dermatology,.@yopmail.com,885,30,11 AM - 9 PM,Experienced in Dermatology,
223,Sam,Dermatology,.@yopmail.com,886,20,9 AM - 7 PM,Experienced in Dermatology,
512,Phylis,Gastroenterology,.@yopmail.com,887,29,11 AM - 9 PM,Experienced in Gastroenterology,
919,Lucy,Ophthalmology,.@yopmail.com,888,26,11 AM - 9 PM,Experienced in Ophthalmology,
632,Aili,Emergency Medicine,.@yopmail.com,889,16,10 AM - 8 PM,Experienced in Emergency Medicine,
689,Gabi,Ophthalmology,.@yopmail.com,890,11,8 AM - 6 PM,Experienced in Ophthalmology,
895,Tarra,Psychiatry,.@yopmail.com,891,2,10 AM - 8 PM,Experienced in Psychiatry,
405,Carolina,Infectious disease,.@yopmail.com,892,21,8 AM - 6 PM,Experienced in Infectious disease,
453,Vere,Geriatrician,.@yopmail.com,893,7,11 AM - 9 PM,Experienced in Geriatrician,
449,Elfreda,Obstetric Anesthesiologists,.@yopmail.com,894,13,9 AM - 7 PM,Experienced in Obstetric Anesthesiologists,
900,Mady,Geriatrician,.@yopmail.com,895,2,11 AM - 9 PM,Experienced in Geriatrician,
342,Olivette,Emergency Medicine,.@yopmail.com,896,14,10 AM - 8 PM,Experienced in Emergency Medicine,
600,Marinna,Emergency Medicine,.@yopmail.com,897,21,7 AM - 5 PM,Experienced in Emergency Medicine,
453,Noelle,Geriatrician,.@yopmail.com,898,8,8 AM - 6 PM,Experienced in Geriatrician,
202,Verla,Psychiatry,.@yopmail.com,899,16,11 AM - 9 PM,Experienced in Psychiatry,
417,Deloria,Radiology,.@yopmail.com,900,13,7 AM - 5 PM,Experienced in Radiology,
382,Annice,Psychiatry,.@yopmail.com,901,8,10 AM - 8 PM,Experienced in Psychiatry,
444,Collen,Surgery,.@yopmail.com,902,9,7 AM - 5 PM,Experienced in Surgery,
842,Aaren,Surgery,.@yopmail.com,903,4,8 AM - 6 PM,Experienced in Surgery,
593,Carmela,Pediatrics,.@yopmail.com,904,19,10 AM - 8 PM,Experienced in Pediatrics,
269,Cacilie,Otolaryngologists,.@yopmail.com,905,23,7 AM - 5 PM,Experienced in Otolaryngologists,
450,Magdalena,Pediatrics,.@yopmail.com,906,16,9 AM - 7 PM,Experienced in Pediatrics,
145,Joeann,Otolaryngologists,.@yopmail.com,907,9,10 AM - 8 PM,Experienced in Otolaryngologists,
900,Wendi,Family Medicine,.@yopmail.com,908,30,8 AM - 6 PM,Experienced in Family Medicine,
117,Valera,Geriatrician,.@yopmail.com,909,16,7 AM - 5 PM,Experienced in Geriatrician,
956,Edyth,Neurology,.@yopmail.com,910,14,7 AM - 5 PM,Experienced in Neurology,
639,Cordi,Surgery,.@yopmail.com,911,19,9 AM - 7 PM,Experienced in Surgery,
977,Daryl,Psychiatry,.@yopmail.com,912,20,8 AM - 6 PM,Experienced in Psychiatry,
586,Glenda,Geriatrician,.@yopmail.com,913,15,7 AM - 5 PM,Experienced in Geriatrician,
110,Olivette,Endocrinologist,.@yopmail.com,914,22,8 AM - 6 PM,Experienced in Endocrinologist,
197,Carmencita,Pediatrics,.@yopmail.com,915,15,7 AM - 5 PM,Experienced in Pediatrics,
127,Pollyanna,Pulmonologists,.@yopmail.com,916,12,7 AM - 5 PM,Experienced in Pulmonologists,
956,Danika,Surgery,.@yopmail.com,917,18,11 AM - 9 PM,Experienced in Surgery,
754,Riannon,Anesthesiology,.@yopmail.com,918,14,7 AM - 5 PM,Experienced in Anesthesiology,
556,Kellen,Critical Care Medicine,.@yopmail.com,919,25,8 AM - 6 PM,Experienced in Critical Care Medicine,
656,Leontine,Radiology,.@yopmail.com,920,11,8 AM - 6 PM,Experienced in Radiology,
427,Gabriellia,Emergency Medicine,.@yopmail.com,921,16,10 AM - 8 PM,Experienced in Emergency Medicine,
178,Shaylyn,Emergency Medicine,.@yopmail.com,922,17,8 AM - 6 PM,Experienced in Emergency Medicine,
334,Chickie,Internists,.@yopmail.com,923,8,7 AM - 5 PM,Experienced in Internists,
811,Fina,Geriatrician,.@yopmail.com,924,11,11 AM - 9 PM,Experienced in Geriatrician,
699,Chickie,Infectious disease,.@yopmail.com,925,3,7 AM - 5 PM,Experienced in Infectious disease,
726,Tomasina,Allergists,.@yopmail.com,926,18,11 AM - 9 PM,Experienced in Allergists,
712,Reeba,Surgery,.@yopmail.com,927,29,11 AM - 9 PM,Experienced in Surgery,
689,Belinda,Internists,.@yopmail.com,928,29,10 AM - 8 PM,Experienced in Internists,
268,Demetris,Emergency Medicine,.@yopmail.com,929,6,9 AM - 7 PM,Experienced in Emergency Medicine,
929,Aryn,Obstetric Anesthesiologists,.@yopmail.com,930,15,8 AM - 6 PM,Experienced in Obstetric Anesthesiologists,
489,Sam,Nephrology,.@yopmail.com,931,18,11 AM - 9 PM,Experienced in Nephrology,
492,Marita,Surgery,.@yopmail.com,932,21,9 AM - 7 PM,Experienced in Surgery,
910,Kellen,Endocrinologist,.@yopmail.com,933,22,7 AM - 5 PM,Experienced in Endocrinologist,
365,Roz,Neurology,.@yopmail.com,934,27,7 AM - 5 PM,Experienced in Neurology,
570,Elise,Family Medicine,.@yopmail.com,935,22,7 AM - 5 PM,Experienced in Family Medicine,
505,Jobi,Pulmonologists,.@yopmail.com,936,25,9 AM - 7 PM,Experienced in Pulmonologists,
890,Nollie,Ophthalmology,.@yopmail.com,937,25,8 AM - 6 PM,Experienced in Ophthalmology,
400,Rosaline,Pediatrics,.@yopmail.com,938,5,10 AM - 8 PM,Experienced in Pediatrics,
403,Mallory,Hospice and Palliative Care,.@yopmail.com,939,3,9 AM - 7 PM,Experienced in Hospice and Palliative Care,
851,Shel,Cardiology,.@yopmail.com,940,3,11 AM - 9 PM,Experienced in Cardiology,
952,Oona,Family Medicine,.@yopmail.com,941,1,11 AM - 9 PM,Experienced in Family Medicine,
401,Joelly,Gastroenterology,.@yopmail.com,942,20,10 AM - 8 PM,Experienced in Gastroenterology,
169,Maud,Gastroenterology,.@yopmail.com,943,12,9 AM - 7 PM,Experienced in Gastroenterology,
616,Roseline,Pulmonologists,.@yopmail.com,944,11,8 AM - 6 PM,Experienced in Pulmonologists,
604,Karena,Psychiatry,.@yopmail.com,945,5,7 AM - 5 PM,Experienced in Psychiatry,
878,Allis,Neurology,.@yopmail.com,946,2,10 AM - 8 PM,Experienced in Neurology,
437,Cecile,Emergency Medicine,.@yopmail.com,947,27,11 AM - 9 PM,Experienced in Emergency Medicine,
455,Nelle,Otolaryngologists,.@yopmail.com,948,18,11 AM - 9 PM,Experienced in Otolaryngologists,
524,Christy,Endocrinologist,.@yopmail.com,949,12,7 AM - 5 PM,Experienced in Endocrinologist,
890,Fredericka,Family Medicine,.@yopmail.com,950,19,9 AM - 7 PM,Experienced in Family Medicine,
464,Nollie,Emergency Medicine,.@yopmail.com,951,23,11 AM - 9 PM,Experienced in Emergency Medicine,
229,Althea,Gastroenterology,.@yopmail.com,952,23,7 AM - 5 PM,Experienced in Gastroenterology,
509,Dorice,Allergists,.@yopmail.com,953,18,11 AM - 9 PM,Experienced in Allergists,
603,Frances,Gastroenterology,.@yopmail.com,954,6,11 AM - 9 PM,Experienced in Gastroenterology,
928,Doralynne,Neurology,.@yopmail.com,955,7,8 AM - 6 PM,Experienced in Neurology,
158,Codie,Otolaryngologists,.@yopmail.com,956,20,11 AM - 9 PM,Experienced in Otolaryngologists,
855,Di,Emergency Medicine,.@yopmail.com,957,12,7 AM - 5 PM,Experienced in Emergency Medicine,
483,Isa,Ophthalmology,.@yopmail.com,958,19,8 AM - 6 PM,Experienced in Ophthalmology,
745,Margalo,Pediatrics,.@yopmail.com,959,25,10 AM - 8 PM,Experienced in Pediatrics,
997,Georgina,Obstetric Anesthesiologists,.@yopmail.com,960,6,7 AM - 5 PM,Experienced in Obstetric Anesthesiologists,
383,Dolli,Endocrinologist,.@yopmail.com,961,6,11 AM - 9 PM,Experienced in Endocrinologist,
151,Karly,Internists,.@yopmail.com,962,23,8 AM - 6 PM,Experienced in Internists,
236,Emma,Critical Care Medicine,.@yopmail.com,963,12,9 AM - 7 PM,Experienced in Critical Care Medicine,
702,Mamie,Pediatrics,.@yopmail.com,964,5,9 AM - 7 PM,Experienced in Pediatrics,
702,Jean,Otolaryngologists,.@yopmail.com,965,21,9 AM - 7 PM,Experienced in Otolaryngologists,
147,Consuela,Oncologist,.@yopmail.com,966,20,11 AM - 9 PM,Experienced in Oncologist,
955,Fidelia,Nephrology,.@yopmail.com,967,21,10 AM - 8 PM,Experienced in Nephrology,
975,Caritta,Surgery,.@yopmail.com,968,2,9 AM - 7 PM,Experienced in Surgery,
956,Helsa,Critical Care Medicine,.@yopmail.com,969,15,8 AM - 6 PM,Experienced in Critical Care Medicine,
220,Carly,Emergency Medicine,.@yopmail.com,970,5,11 AM - 9 PM,Experienced in Emergency Medicine,
431,Dulcinea,Pediatrics,.@yopmail.com,971,9,10 AM - 8 PM,Experienced in Pediatrics,
346,Coral,Anesthesiology,.@yopmail.com,972,16,11 AM - 9 PM,Experienced in Anesthesiology,
636,Tori,Oncologist,.@yopmail.com,973,20,11 AM - 9 PM,Experienced in Oncologist,
757,Beth,Psychiatry,.@yopmail.com,974,22,7 AM - 5 PM,Experienced in Psychiatry,
370,Sindee,Anesthesiology,.@yopmail.com,975,22,7 AM - 5 PM,Experienced in Anesthesiology,
900,Marnia,Infectious disease,.@yopmail.com,976,1,7 AM - 5 PM,Experienced in Infectious disease,
694,Rosabelle,Pulmonologists,.@yopmail.com,977,19,7 AM - 5 PM,Experienced in Pulmonologists,
935,Chastity,Geriatrician,.@yopmail.com,978,29,10 AM - 8 PM,Experienced in Geriatrician,
324,Christal,Oncologist,.@yopmail.com,979,27,11 AM - 9 PM,Experienced in Oncologist,
306,Lindie,Nephrology,.@yopmail.com,980,19,7 AM - 5 PM,Experienced in Nephrology,
451,Steffane,Allergists,.@yopmail.com,981,30,10 AM - 8 PM,Experienced in Allergists,
238,Cathie,Allergists,.@yopmail.com,982,27,11 AM - 9 PM,Experienced in Allergists,
777,Lucille,Internists,.@yopmail.com,983,5,11 AM - 9 PM,Experienced in Internists,
594,Roseline,Pediatrics,.@yopmail.com,984,16,10 AM - 8 PM,Experienced in Pediatrics,
387,Nadine,Nephrology,.@yopmail.com,985,16,8 AM - 6 PM,Experienced in Nephrology,
305,Christy,Nephrology,.@yopmail.com,986,24,10 AM - 8 PM,Experienced in Nephrology,
284,Adore,Endocrinologist,.@yopmail.com,987,15,10 AM - 8 PM,Experienced in Endocrinologist,
421,Chickie,Emergency Medicine,.@yopmail.com,988,28,10 AM - 8 PM,Experienced in Emergency Medicine,
258,Elvira,Endocrinologist,.@yopmail.com,989,6,8 AM - 6 PM,Experienced in Endocrinologist,
745,Celene,Pulmonologists,.@yopmail.com,990,11,11 AM - 9 PM,Experienced in Pulmonologists,
709,Gretal,Oncologist,.@yopmail.com,991,21,11 AM - 9 PM,Experienced in Oncologist,
391,Shandie,Oncologist,.@yopmail.com,992,18,10 AM - 8 PM,Experienced in Oncologist,
995,Nikki,Psychiatry,.@yopmail.com,993,27,8 AM - 6 PM,Experienced in Psychiatry,
369,Kimberley,Internists,.@yopmail.com,994,2,8 AM - 6 PM,Experienced in Internists,
715,Andeee,Hospice and Palliative Care,.@yopmail.com,995,27,11 AM - 9 PM,Experienced in Hospice and Palliative Care,
618,Melanie,Oncologist,.@yopmail.com,996,10,9 AM - 7 PM,Experienced in Oncologist,
189,Cam,Internists,.@yopmail.com,997,26,11 AM - 9 PM,Experienced in Internists,
791,Charmaine,Allergists,.@yopmail.com,998,5,11 AM - 9 PM,Experienced in Allergists,
119,Lanna,Hospice and Palliative Care,.@yopmail.com,999,29,11 AM - 9 PM,Experienced in Hospice and Palliative Care,
658,Corina,Oncologist,.@yopmail.com,1000,25,9 AM - 7 PM,Experienced in Oncologist,
